Name,YT Scope Project,
File,C:\Users\nrw\plcprojs\Scope\Data\MONO.csv,
Starttime of export,133409167115080000,Wednesday, October 4, 2023,11:11:51.508
Endtime of export,133409167358440000,Wednesday, October 4, 2023,11:12:15.844


Name,Axes.g_pi.PosDiff,Name,Axes.m_pi.PosDiff
SymbolComment,,SymbolComment,
Data-Type,REAL64,Data-Type,REAL64
SampleTime[ms],2,SampleTime[ms],2
VariableSize,8,VariableSize,8
SymbolBased,True,SymbolBased,True
IndexGroup,16647,IndexGroup,16646
IndexOffset,131087,IndexOffset,131087
SymbolName,Axes.g_pi.PosDiff,SymbolName,Axes.m_pi.PosDiff
NetID,172.21.140.71.1.1,NetID,172.21.140.71.1.1
Port,501,Port,501
Offset,0,Offset,0
ScaleFactor,1,ScaleFactor,1
BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff
Unit,(None),Unit,(None)
Unit ScaleFactor,1,Unit ScaleFactor,1
Unit Offset,0,Unit Offset,0

220,0.0030880852718837559,220,-0.0076383531850297
222,0.0047797105798963457,222,-0.012660321081057191
224,0.0030729400459676981,224,-0.0053489282436203212
226,0.0057907888840418309,226,-0.0019785711192525923
228,0.0063528230530209839,228,-0.0042387010180391371
230,0.0048419584345538169,230,-0.0087506372947245836
232,0.0064661270880606025,232,-0.0071187611611094326
234,0.0064893661765381694,234,-0.0023588737822137773
236,0.0052296601643320173,236,-0.0033557943534106016
238,0.0022235326177906245,238,-0.0050811766996048391
240,0.0026663586613722146,240,-0.0058306151768192649
242,-0.0007540009100921452,242,-0.0011878319783136249
244,0.00082898669643327594,244,-0.00679621088784188
246,0.0023510901664849371,246,-0.0073897371767088771
248,0.00048131786752492189,248,-0.0091579428990371525
250,0.00124756243894808,250,-0.0062604026170447469
252,0.0027535668341442943,252,-0.0028071841807104647
254,0.00112472492037341,254,-0.0066301674232818186
256,0.0010969923168886453,256,-0.0056006067316047847
258,0.0026087878795806319,258,-0.0046646424743812531
260,0.005344488745322451,260,-0.00668058407609351
262,0.003615995985455811,262,-0.0064655309834051877
264,0.0034924452484119684,264,-0.0046318463573697954
266,0.0020915951754432172,266,-0.00706031487789005
268,0.0022830854868516326,268,-0.0027152862458024174
270,0.0011851595190819353,270,-0.0020416238694451749
272,-0.0019218205707147718,272,-0.0051151126099284738
274,-0.0031144296517595649,274,-0.0038137387309689075
276,-0.00067142554325982928,276,-0.0038593079370912164
278,-0.00011725493823178113,278,-0.0026720981113612652
280,0.00015919114230200648,280,-0.0048691800911910832
282,0.00042500469135120511,282,-0.0015424364246428013
284,-0.0021399181860033423,284,0.003120057808700949
286,-0.0056318311835639179,286,0.0024441434652544558
288,-0.00796379882376641,288,-0.0014466877619270235
290,-0.0078983831044752151,290,0.001568920211866498
292,-0.0068098423362243921,292,-0.0014232543471734971
294,-0.0039682967180851847,294,0.0024093142419587821
296,-0.0032873233722057194,296,0.010398467507911846
298,-0.0049402336298953742,298,0.0074226977303624153
300,-0.0026834165619220585,300,0.0067651797435246408
302,-0.0015390411717817187,302,0.005757890670793131
304,-0.0045412443287204951,304,-0.00293919030809775
306,-0.0051202858157921582,306,-0.0051119911950081587
308,-0.0051642359758261591,308,-0.0034013556432910264
310,-0.0046936752332840115,310,-0.0018462323932908475
312,-0.0016771104128565639,312,0.0012056978303007782
314,-0.0018534903938416392,314,0.0011133616499137133
316,-0.0020230865338817239,316,0.0034866924106609076
318,-0.0034682110126595944,318,0.006463356752647087
320,-0.0087039076315704733,320,0.0079407788580283523
322,-0.00963566720020026,322,0.0064170716796070337
324,-0.0118136411474552,324,0.002984156075399369
326,-0.012882205832283944,326,0.0015015055250842124
328,-0.012627620599232614,328,0.0038395504816435277
330,-0.0085366732673719525,330,0.0039173186232801527
332,-0.0056287110783159733,332,0.0056261987483594567
334,-0.0051402859098743647,334,0.0092274534108582884
336,-0.0041578258096706122,336,0.0059485940146259964
338,-0.0047516141785308719,338,0.00010099456994794309
340,-0.0073738465725909919,340,0.0021568132506217808
342,-0.0078439418284688145,342,0.00074937567114830017
344,-0.008808777027297765,344,0.00192715969751589
346,-0.0064031698275357485,346,0.0042265088122803718
348,-0.004090085974894464,348,0.00017364436644129455
350,-0.0018659668858163059,350,0.0030419494141824543
352,-0.0028043139318469912,352,0.0068781358422711492
354,-0.0039629809616599232,354,0.0034033053088933229
356,-0.0050770838861353695,356,-0.00098426788463257253
358,-0.0058919264120049775,358,-0.0021061526203993708
360,-0.00872671089018695,360,-0.0039451387419831008
362,-0.0068370805820450187,362,-0.00070239885826595128
364,-0.0060457694053184241,364,-0.00021172623382881284
366,-0.0029772009584121406,366,-0.00017520567052997649
368,-0.00053947488777339458,368,-0.0009610960551071912
370,-0.001272430585231632,370,-0.0016755418619140983
372,-0.0053105290280655026,372,-0.0015059471479617059
374,-0.0068856236757710576,374,-0.00094222469488158822
376,-0.0078873172460589558,376,-0.0016583860851824284
378,-0.0047479200293309987,378,-0.0027189873508177698
380,-0.0032677304116077721,380,-0.002044988505076617
382,-0.003639342961832881,382,-0.0063468077278230339
384,-0.00015050885849632323,384,-0.0078002797672525048
386,-0.0019240658148191869,386,-0.010759799799416214
388,-0.0028601782687474042,388,-0.010583454364677891
390,-0.0050423376960679889,390,-0.0087849585106596351
392,-0.0038072345778346062,392,-0.007559507736004889
394,-0.0041580969700589776,394,-0.0072645524924155325
396,-0.005008285166695714,396,-0.0061773204361088574
398,-0.0037744917499367148,398,-0.0096939276554621756
400,-0.0038702032179571688,400,-0.0067476615076884627
402,-0.0060135155217722058,402,-0.0032501468085683882
404,-0.0062795209523756057,404,-0.0021183152857702225
406,-0.0073045261669903994,406,-0.0072325593500863761
408,-0.0088029286125674844,408,-0.008605508483015
410,-0.00793600789620541,410,-0.00657728043734096
412,-0.0068460200272966176,412,-0.0067811640328727663
414,-0.00836205732775852,414,-0.0073760582017712295
416,-0.00725568292546086,416,-0.00873596197925508
418,-0.0064482716552447528,418,-0.0038290563388727605
420,-0.0074667864537332207,420,-0.0018255057511851192
422,-0.0084461276128422469,422,-0.0040995506860781461
424,-0.01169549411861226,424,-0.005347773345420137
426,-0.010973731143167242,426,-0.00648252121754922
428,-0.00976690775132738,428,-0.0050568374572321773
430,-0.011170603218488395,430,-0.0074466704099904746
432,-0.0081613360380288213,432,-0.0051142458105459809
434,-0.0032165278680622578,434,-0.0025843143812380731
436,-0.00051318667829036713,436,0.0058588051178958267
438,-0.0020163842418696731,438,0.0037052773986943066
440,0.00012797708041034639,440,0.0058429794444236904
442,0.0014206322084646672,442,-0.0020427459676284343
444,0.00086869802908040583,444,-0.0051161326991859823
446,-0.00017482842667959631,446,-0.0058623933582566679
448,-0.00066539875115267932,448,-0.00981717577087693
450,-0.00011145995813421905,450,-0.0048119779676198959
452,-9.164700168184936E-05,452,-0.0027190708788111806
454,-0.0010982371168211103,454,-0.0024546099011786282
456,-0.0033481635036878288,456,-0.0046714635391253978
458,-0.0049987337552011013,458,-0.0079154213890433311
460,-0.0027396666700951755,460,-0.0075881103402934968
462,-0.0036444098805077374,462,-0.0081096457724925131
464,-0.0037451245007105172,464,-0.010221950709819794
466,-0.0025599141954444349,466,-0.0072276824503205717
468,-0.0027023401926271617,468,-0.0061438022239599377
470,-0.0013008267269469798,470,-0.0039298202027566731
472,0.00055960289319045842,472,-0.0060125638265162706
474,0.0015792467456776649,474,-0.003400967107154429
476,0.0015340325189754367,476,-0.001436333724996075
478,0.0053367111249826849,478,0.0019878784369211644
480,0.0033521072473376989,480,-0.0047282923187594861
482,0.0027258855698164552,482,-0.0063289020908996463
484,0.0028929800901096314,484,-0.0061458200798369944
486,-2.3275148123502731E-05,486,-0.0027030182536691427
488,0.0017880178638733923,488,-0.0032591074996162206
490,0.0025040047476068139,490,-0.0058123704511672258
492,0.0026796331512741745,492,-0.00035215495154261589
494,0.0018228655972052366,494,0.0033830409520305693
496,0.0009990506514441222,496,0.0006354917713906616
498,-0.00030589962261728942,498,0.0014140834391582757
500,-0.00027860820409841835,500,0.0041696213302202523
502,0.0048758386692497879,502,0.0025792012165766209
504,0.0026525504072196782,504,0.00031427384237758815
506,0.00359169629518874,506,-0.0037924783246126026
508,0.0032126698934007436,508,-0.0013827075599692762
510,0.0036174521956127137,510,0.001217538578202948
512,0.0014425633999053389,512,-0.0013331467343959957
514,0.0024282472440972924,514,-0.002423315221676603
516,0.0015811483899597079,516,-0.0017761956551112235
518,0.00076663025538437068,518,0.0024980039452202618
520,-1.6560254152864218E-05,520,0.0010595490457490087
522,-0.00025680754333734512,522,-0.00065768268541432917
524,0.0020762880158144981,524,0.0026957430236507207
526,0.0027811875916086137,526,0.0065634027705527842
528,0.0021769243467133492,528,0.010079457075335085
530,0.0010830815008375794,530,0.010818597336765379
532,-0.00022510072449222207,532,0.0065759975695982575
534,-0.0014829682768322527,534,0.004357270518084988
536,-0.00064117423607967794,536,0.0047975186607800424
538,-0.00060098766698502,538,0.000692744244588539
540,0.0030273968586698174,540,-0.00017205066978931427
542,0.0019008435192517936,542,-0.0009582278726156801
544,-0.00097725263913162053,544,0.000374792842194438
546,-0.00041131945909000933,546,-5.155196413397789E-05
548,0.00064566757646389306,548,-0.0016677745152264833
550,0.00063636022969149053,550,-0.0014988859184086323
552,0.00088382110698148608,552,0.00070237644831649959
554,-0.00041669726488180459,554,-0.0018014759698417038
556,0.00038408636464737356,556,-0.0057158872368745506
558,0.00038483983371406794,558,-0.0023121702251955867
560,0.003206077148206532,560,0.0036489361664280295
562,0.0023290617391467094,562,0.0025153965107165277
564,0.0012293674517422915,564,0.004761269548907876
566,0.0014540203555952758,566,0.0059838814195245504
568,0.00064439175184816122,568,0.0079144376504700631
570,-0.0019289690826553851,570,0.0072122160345315933
572,-0.0015828416799195111,572,0.0041165600414387882
574,-0.0022756678808946162,574,0.005397781846113503
576,-0.00089056487195193768,576,0.010248438047710806
578,-0.0005843761027790606,578,0.0085149436781648546
580,-0.0013156048371456564,580,0.0073485851753503084
582,-0.0033007606689352542,582,0.0030118956055957824
584,-0.0041839233308564872,584,0.0060317232855595648
586,-0.0037510669208131731,586,0.0071388393407687545
588,-0.0038476793561130762,588,0.0020021266827825457
590,-0.0036841656547039747,590,0.0014278424496296793
592,0.00083203343092463911,592,0.0041821295162662864
594,0.0015847889590077102,594,0.0050478450139053166
596,-0.0015375615039374679,596,0.0082921318244189024
598,-0.0014628984790761024,598,0.0079651198466308415
600,-0.0031859789160080254,600,0.010534654400544241
602,-0.0053556075436063111,602,0.0095942312618717551
604,-0.0061597376479767263,604,0.0062820284219924361
606,-0.0053944781247992069,606,0.0053186622099019587
608,-0.0028637798386625946,608,0.0064906020124908537
610,-0.0011996468820143491,610,0.0083750927296932787
612,-0.0026764421199914068,612,0.007221447944175452
614,0.0015445880999322981,614,0.0057631345116533339
616,0.0025263479037676007,616,0.0052564859215635806
618,0.0011626554187387228,618,0.0068436235596891493
620,-0.0037383309390861541,620,0.0037814759707544
622,-0.0051174844847992063,622,-0.0014595673128496856
624,-0.0056743628811091185,624,-0.00090006118989549577
626,-0.003902130585629493,626,0.00083721708506345749
628,-0.0034801123547367752,628,0.0036451973719522357
630,-0.00051022303523495793,630,0.0041501794476062059
632,3.7747464375570416E-05,632,0.0029710722155869007
634,-0.00071740910061635077,634,0.0027182474732398987
636,-0.0014435211778618395,636,-0.0003784113796427846
638,-0.0026545263826847076,638,-0.00032673761597834527
640,-0.0035625442105811089,640,-0.0035561250988394022
642,-0.0064869203197304159,642,-0.00034875009441748261
644,-0.0054526665771845728,644,0.0037956817541271448
646,-0.0029197302937973291,646,0.00756334705511108
648,-0.0017662659229245037,648,0.0032071336754597723
650,0.00011206520139239729,650,0.0041614851506892592
652,0.0029437938646879047,652,0.0038004410453140736
654,-0.0012564670469146222,654,0.0034722191339824349
656,-0.0029874871543142945,656,0.0035833810397889465
658,-0.0038826988020446151,658,0.0016367100470233709
660,-0.0057691202382557094,660,0.0015051909431349486
662,-0.0052752947085537016,662,0.001795173593563959
664,-0.0030055906681809574,664,0.0061542487237602472
666,-0.0010795932030305266,666,0.00356431701220572
668,-0.00076613409328274429,668,0.0036671063862740994
670,-0.00046473112888634205,670,0.0029414603486657143
672,-0.0022262026323005557,672,0.0006436003022827208
674,-0.0064840277773328125,674,0.0026500911917537451
676,-0.0031421929888892919,676,0.00529326472315006
678,-0.0027494031237438321,678,0.00523887702729553
680,-0.0039101821021176875,680,0.0047798882005736232
682,-0.0024622131604701281,682,0.0100962620053906
684,-0.0036340379156172276,684,0.014110238174907863
686,-0.0016838693991303444,686,0.014892489241901785
688,-0.0036548612115439028,688,0.014784535684157163
690,-0.0060628661594819278,690,0.011819577892310917
692,-0.0094038965471554548,692,0.0087146162695717067
694,-0.010052323224954307,694,0.0087587420712225139
696,-0.0093937591300345957,696,0.00797976550529711
698,-0.0051707808452192694,698,0.0052238777279853821
700,-0.0062384299235418439,700,0.010090343392221257
702,-0.0031624514667782933,702,0.011647584906313568
704,-0.0017432414169888943,704,0.0085582589963451028
706,-0.0014042573748156428,706,0.0012447808985598385
708,-0.00030908043845556676,708,0.0036061644495930523
710,0.00023115382646210492,710,-0.00079985050251707435
712,0.0015198406181298196,712,0.0017474086198490113
714,0.0025025522627402097,714,0.0032440078211948276
716,0.0026782365457620472,716,0.0062427343800663948
718,0.004129215027205646,718,0.0077402130700647831
720,0.005011566128814593,720,0.00910155734163709
722,0.0050907498807646334,722,0.00460550666321069
724,0.00567970861447975,724,0.0050231878703925759
726,0.0023998612305149436,726,0.0021265344403218478
728,0.0018102643953170627,728,0.0027695767639670521
730,0.0022689853794872761,730,0.0013064334343653172
732,0.0032228837662842125,732,-2.3696891730651259E-05
734,0.0033708629780448973,734,-0.00082336080959066749
736,0.0076157147996127605,736,-0.00032169162295758724
738,0.0075947389705106616,738,0.00095346214948222041
740,0.0073181596526410431,740,-0.0023923071275930852
742,0.0062829872476868331,742,-0.0021575519349426031
744,0.0042619881278369576,744,-0.0023536835797131062
746,0.0010366684582550079,746,-0.0021224396186880767
748,0.00049950211541727185,748,0.0021832367056049407
750,0.0015214575396385044,750,0.0060974879306741059
752,0.0042989788053091615,752,0.0076081708539277315
754,0.0067132620606571436,754,0.0057051553158089519
756,0.0082654574944172055,756,0.0027465048187877983
758,0.0092451325908768922,758,0.0025140952784568071
760,0.0104435381363146,760,0.00066463206894695759
762,0.0077496973099187016,762,-0.000607152673183009
764,0.0038774144777562469,764,-0.0017633206152822822
766,0.0034873989352490753,766,-0.0024048369377851486
768,0.0038816147425677627,768,-0.0058548517699819058
770,0.0052863094315398484,770,-0.0057148652267642319
772,0.0043292850896250457,772,-0.0068162411043886095
774,0.0062295822135638446,774,-0.0033124919282272458
776,0.0039542268787045032,776,-0.0034036290307994932
778,0.0020227954664733261,778,-0.0063532991334795952
780,0.001447701157303527,780,-0.0078061810345388949
782,0.0034588284324854612,782,-0.0074888009403366596
784,0.0059054251469206065,784,-0.0088384553964715451
786,0.0072322809719480574,786,-0.0043317776289768517
788,0.0072260526067111641,788,-0.0071970705757848918
790,0.0061944227782078087,790,-0.0077541550563182682
792,0.0052024710166733712,792,-0.0029365046066232026
794,0.0052743122505489737,794,-0.005519095080671832
796,0.0040613391029182822,796,-0.0050000864430330694
798,0.0039206598012242466,798,-0.0061664422100875527
800,0.007118724548490718,800,-0.0072267656505573541
802,0.00916814579977654,802,-0.0057334233133587986
804,0.0075489995360840112,804,-0.00683311210013926
806,0.0075305896752979606,806,-0.004966011008946225
808,0.0080257084046024829,808,0.00082680815830826759
810,0.0056812712864484638,810,0.0015880074352025986
812,0.00599110740586184,812,-0.00058681142400018871
814,0.0039813344192225486,814,-0.00010664673754945397
816,0.0038437322073150426,816,0.0015585029614157975
818,0.0037114223814569414,818,0.0018436390673741698
820,0.0071739449922461063,820,0.0037410355289466679
822,0.006144319282611832,822,0.0034182141243945807
824,0.0054107048199512064,824,0.006401103746611625
826,0.0036796652711927891,826,0.0078841852373443544
828,0.0017587939219083637,828,0.0059560774825513363
830,-0.001113838778110221,830,0.002565070433774963
832,-0.0025939343322534114,832,0.0019396095012780279
834,-0.0014530005864799023,834,0.00014237227151170373
836,-0.0036892822245135903,836,-0.0014914797502569854
838,-0.0035318607115186751,838,-0.00051952703506685793
840,-0.0028676733782049268,840,0.0024117936263792217
842,-0.002229031699243933,842,0.0046670851006638259
844,-0.0011021326645277441,844,0.0034409864456392825
846,-0.0018134476849809289,846,0.0060122603899799287
848,-0.0045486864692065865,848,0.0046638730855192989
850,-0.0048710314731579274,850,0.0042571573576424271
852,-0.0036425170546863228,852,0.0034778703411575407
854,-0.0045125352335162461,854,-0.0021451178763527423
856,-0.0020157578401267529,856,-0.0031614707841072232
858,-0.0032047539425548166,858,-0.00080906433868221939
860,-0.0048608399520162493,860,0.0017390324210282415
862,-0.0067096405837219208,862,-0.004135425086133182
864,-0.0072052822215482593,864,-0.0016944773378781974
866,-0.0048613479011692107,866,0.00052456607227213681
868,-0.0041460264474153519,868,8.4605533629655838E-05
870,-0.0042274481093045324,870,0.00050373229896649718
872,-0.00584419970982708,872,0.0033420293475501239
874,-0.004834666004171595,874,0.0022363903117366135
876,-0.0046331912744790316,876,0.0040980821067932993
878,-0.005208696355111897,878,0.0033332564635202289
880,-0.005762066604802385,880,0.0026379604241810739
882,-0.0060377431509550661,882,0.0044631458586081862
884,-0.0065592269820626825,884,0.005303314421325922
886,-0.0055221922229975462,886,0.0056575585622340441
888,-0.0034994024026673287,888,-0.0013922194775659591
890,-0.0064262070518452674,890,-0.0012483813334256411
892,-0.0094968525518197566,892,0.00011101696873083711
894,-0.010654524492565543,894,-0.0047963482211343944
896,-0.0081779269967228174,896,-0.0059812256367877126
898,-0.00938632685574703,898,-0.0074679323879536241
900,-0.0072149164625443518,900,-0.0080003930779639632
902,-0.0079475346719846129,902,-0.001522175531135872
904,-0.0096776162681635469,904,-0.0038237959379330277
906,-0.010059104999527335,906,-0.0083734508662018925
908,-0.010938741615973413,908,-0.0080045007925946265
910,-0.0079383921984117478,910,-0.0043927279766649008
912,-0.0078739536402281374,912,-0.0056142981629818678
914,-0.0055043011961970478,914,-0.0067248165141791105
916,-0.006815532804466784,916,-0.0060961968265473843
918,-0.0057686401123646647,918,-0.0047056334733497351
920,-0.0037363715237006545,920,-0.0083560304192360491
922,-0.00588483118917793,922,-0.0063504822028335184
924,-0.0097455295908730477,924,-0.0028890747344121337
926,-0.0057654319098219275,926,-0.0034282497363165021
928,-0.0062973892781883478,928,0.00017704570200294256
930,-0.0078345277579501271,930,0.0014068597229197621
932,-0.0082869045145343989,932,-0.0023896729690022767
934,-0.0076962411403656006,934,-0.0013360663433559239
936,-0.00815393659286201,936,-0.003654605767223984
938,-0.0091068489127792418,938,-0.0090387325035408139
940,-0.008484649210004136,940,-0.0086093022837303579
942,-0.0073735597543418407,942,-0.0049425475299358368
944,-0.0045103327138349414,944,-0.006523679563542828
946,-0.0012444092717487365,946,-0.0042751632281579077
948,-0.0011810213327407837,948,-0.0014119665720500052
950,-0.001120071392506361,950,-0.0016758787096478045
952,-0.00054864518460817635,952,-0.0039635261055082083
954,-0.0012812481727451086,954,-0.0039954782696440816
956,0.001091248937882483,956,-0.0044340711319819093
958,-0.00021724743419326842,958,-0.0072900646482594311
960,-0.00044977598008699715,960,-0.00538142240839079
962,-0.0016990021686069667,962,-0.0073322021926287562
964,-0.00033607860677875578,964,-0.01238200199441053
966,0.00020519402460195124,966,-0.014925001800293103
968,0.00098205875838175416,968,-0.012731819821055979
970,0.0032675056136213243,970,-0.014423927117604762
972,0.0021317173377610743,972,-0.016781297366833314
974,0.00027038244297727942,974,-0.0140098157862667
976,-0.00075013187597505748,976,-0.0098521052568685263
978,-0.00044934437028132379,978,-0.008120095677440986
980,0.0026603872247505933,980,-0.0028596324264071882
982,0.0041120522073470056,982,0.0035607886966317892
984,0.0070463454758282751,984,0.0016161715611815453
986,0.0060216274578124285,986,0.0027151559770572931
988,0.007856834476115182,988,-0.0036575854755938053
990,0.0039804309781175107,990,-0.0053555322519969195
992,0.00409927376313135,992,-0.0044418475008569658
994,0.0060084174619987607,994,-0.0023825886310078204
996,0.0060492607590276748,996,-0.0099300805595703423
998,0.0063449434237554669,998,-0.00655280050705187
1000,0.0081677152193151414,1000,-0.0063493640918750316
1002,0.0086383291345555335,1002,-0.00411669461755082
1004,0.0085780219815205783,1004,-0.0053633587376680225
1006,0.0082636240986175835,1006,-0.00690623521222733
